"name","count","topcode","tricky","url","notes"
"TechNet",37,"Issue Advocacy",,"http://www.technet.org/about/",
"TechNet",37,,,,
"TechNet",37,,,,
"National Association of Chemical Distributors",37,"Trade Associations",,,
"Union for Reform Judaism",37,,,,
"Union for Reform Judaism",37,"Issue Advocacy",,,
"American Rental Association",37,"Trade Associations",,"http://www.ararental.org/",
"Pfizer",37,"Business",,,
"World Wildlife Fund",36,"Issue Advocacy",,,
"World Wildlife Fund",36,,,,
"World Wildlife Fund",36,,,,
"Institute of Electrical and Electronics Engineers",36,,,,
"Institute of Electrical and Electronics Engineers",36,,,,
"Institute of Electrical and Electronics Engineers",36,,,,
"Institute of Electrical and Electronics Engineers",36,,,,
"Institute of Electrical and Electronics Engineers",36,"Professional",,,
"American Jewish Committee ",36,,,,
"American Jewish Committee ",36,,,,
"American Jewish Committee ",36,,,,
"American Jewish Committee ",36,"Issue Advocacy",,,
"North American Equipment Dealers Association",36,"Trade Associations",,,
"North American Equipment Dealers Association",36,,,,
"North American Equipment Dealers Association",36,,,,
"North American Equipment Dealers Association",36,,,,
"Association of Research Libraries",36,"Trade Associations",,,
"Association of Research Libraries",36,,,,
"Association of Research Libraries",36,,,,
"Planned Parenthood",36,"Issue Advocacy",,,
"Planned Parenthood",36,,,,
"Planned Parenthood",36,,,,
"National Grain and Feed Association",36,"Trade Associations",,,
"Aeronautical Repair Station Association",36,"Trade Associations",,,
"Southern Environmental Law Center",36,"Issue Advocacy",,,
"American Health Care Association",36,"Trade Associations",1,,
"International Council of Shopping Centers",36,"Trade Associations",,,
"International Council of Shopping Centers",36,,,,
"Democracy 21",35,"Issue Advocacy",,,
"Democracy 21",35,,,,
"Democracy 21",35,,,,
"Democracy 21",35,,,,
"American Society for the Prevention of Cruelty to Animals",35,"Issue Advocacy",,,
"American Society for the Prevention of Cruelty to Animals",35,,,,
"Health Care for America Now",35,,,,
"Health Care for America Now",35,,,,
"Health Care for America Now",35,,,,
"Health Care for America Now",35,,,,
"Health Care for America Now",35,"Issue Advocacy",,,
"U.S. Conference of Mayors",35,"Intergovernmental Lobby",,,
"American Psychiatric Association",35,"Professional",,,
"American Osteopathic Association",35,"Professional",,,
"American Osteopathic Association",35,,,,
"Asian American Justice Center",35,"Issue Advocacy",,,
"eBay",35,"Business",,,
"Animal Welfare Institute",35,"Issue Advocacy",,,
"American Gas Association",35,"Trade Associations",,,
"Eli Lilly and Company",35,"Business",,,
"National Lumber and Building Material Dealers Association",34,"Trade Associations",,,
"National Lumber and Building Material Dealers Association",34,,,,
"Americans for Democratic Action",34,,,,
"Americans for Democratic Action",34,"Issue Advocacy",,,
"Lawyers' Committee for Civil Rights Under Law",34,,,,
"Lawyers' Committee for Civil Rights Under Law",34,,,,
"Lawyers' Committee for Civil Rights Under Law",34,"Issue Advocacy",,,
"Public Knowledge",34,"Issue Advocacy",,,
"Public Knowledge",34,,,,
"Public Knowledge",34,,,,
"Public Knowledge",34,,,,
"National Oilseed Processors Association ",34,,,,
"National Oilseed Processors Association ",34,"Trade Associations",,,
"National People's Action",34,,,,
"National People's Action",34,,,,
"National People's Action",34,,,,
"National People's Action",34,"Issue Advocacy",,,
"General Motors",34,"Business",,,
"Industrial Minerals Association - North America ",34,,,,
"Industrial Minerals Association - North America ",34,,,,
"Industrial Minerals Association - North America ",34,"Trade Associations",,,
"American Road & Transportation Builders Association ",34,"Trade Associations",,,
"AMVETS",33,"Membership",,,
"Campaign Legal Center",33,,,,
"Campaign Legal Center",33,,,,
"Campaign Legal Center",33,,,,
"Campaign Legal Center",33,,,,
"Campaign Legal Center",33,"Issue Advocacy",,,
"National Conference of State Legislatures",33,"Other",1,,
"National Conference of State Legislatures",33,,,,
"HR Policy Association",33,"Issue Advocacy",,,
"HR Policy Association",33,,,,
"HR Policy Association",33,,,,
"HR Policy Association",33,,,,
"YWCA USA",33,,,,
"YWCA USA",33,,,,
"YWCA USA",33,"Civic",,,
"Gun Owners of America",33,"Issue Advocacy",,,
"Gun Owners of America",33,,,,
"Mexican American Legal Defense and Educational Fund",33,"Issue Advocacy",,,
"Mexican American Legal Defense and Educational Fund",33,,,,
"Mexican American Legal Defense and Educational Fund",33,,,,
"Alliance for a Just Society",33,,,,
"Alliance for a Just Society",33,,,,
"Alliance for a Just Society",33,,,,
"Alliance for a Just Society",33,,,,
"Alliance for a Just Society",33,"Issue Advocacy",,,
"Western Growers",33,"Trade Associations",,,
"National Ready Mixed Concrete Association",33,"Trade Associations",,,
"North American Die Casting Association",33,"Trade Associations",,,
"North American Die Casting Association",33,,,,
"Laborers' International Union of North America",33,"Unions",,,
"American Small Manufacturers Coalition",33,"Trade Associations",,,
"American Small Manufacturers Coalition",33,,,,
"Procter & Gamble",33,"Business",,,
"SPI: The Plastics Industry Trade Association",33,"Trade Associations",,,
"Semiconductor Industry Association",33,"Trade Associations",,,
"Semiconductor Industry Association",33,,,,
"American Congress of Obstetricians and Gynecologists",33,"Professional",,,
"American Cancer Society",33,,,,
"American Cancer Society",33,"Issue Advocacy",,,
"National Tooling and Machining Association",33,"Trade Associations",,,
"American Postal Workers Union",33,"Unions",,,
"Bazelon Center for Mental Health Law",32,,,,
"Bazelon Center for Mental Health Law",32,,,,
"Bazelon Center for Mental Health Law",32,,,,
"Bazelon Center for Mental Health Law",32,,,,
"Bazelon Center for Mental Health Law",32,"Issue Advocacy",,,
"Farmworker Justice",32,"Issue Advocacy",,,
"Farmworker Justice",32,,,,
"Farmworker Justice",32,,,,
"Cargill",32,"Business",,,
"Cargill",32,,,,
"Ford Motor Company",32,"Business",,,
"Textile Rental Services Association",32,"Trade Associations",,,
"Textile Rental Services Association",32,,,,
"Textile Rental Services Association",32,,,,
"National Cotton Council",32,"Trade Associations",,,
"American College of Surgeons",32,"Professional",,,
"National Multifamily Housing Council",32,"Issue Advocacy",,,
"NARAL Pro-Choice America",31,"Issue Advocacy",,,
"NARAL Pro-Choice America",31,,,,
"Federation for American Immigration Reform",31,"Issue Advocacy",,,
"Federation for American Immigration Reform",31,,,,
"Federation for American Immigration Reform",31,,,,
"National Immigration Law Center",31,"Issue Advocacy",,,
"National Immigration Law Center",31,,,,
"National Immigration Law Center",31,,,,
"Sargent Shriver National Center on Poverty Law",31,,,,
"Sargent Shriver National Center on Poverty Law",31,,,,
"Sargent Shriver National Center on Poverty Law",31,"Issue Advocacy",,,
"Presbyterian Church (U.S.A.)",31,"Religious",,,
"Presbyterian Church (U.S.A.)",31,,,,
"National PTA",31,"Civic",,,
"National PTA",31,"Issue Advocacy",,,
"National PTA",31,,,,
"National PTA",31,,,,
"National PTA",31,,,,
"Merck",31,,,,
"Merck",31,"Business",,,
"Society of American Florists",31,"Trade Associations",,,
"Lockheed Martin",31,"Business",,,
"Anti-Defamation League",31,,,,
"Anti-Defamation League",31,"Issue Advocacy",,,
"Partnership for Working Families",31,,,,
"Partnership for Working Families",31,,,,
"Partnership for Working Families",31,,,,
"Partnership for Working Families",31,"Issue Advocacy",,,
"Independent Insurance Agents & Brokers of America",31,"Professional",,,
"Association For Manufacturing Technology",31,"Trade Associations",,,
"National Marine Manufacturers Association",31,"Trade Associations",,,
"National Grange",30,,,,
"National Grange",30,,,,
"National Grange",30,"Trade Associations",,,
"American Israel Public Affairs Committee",30,"Issue Advocacy",,,
"American Israel Public Affairs Committee",30,,,,
"Born Free USA",30,"Issue Advocacy",,,
"Born Free USA",30,,,,
"Born Free USA",30,,,,
"Home School Legal Defense Association",30,"Issue Advocacy",,,
"Home School Legal Defense Association",30,,,,
"Home School Legal Defense Association",30,,,,
"National Employment Lawyers Association",30,"Professional",,,
"National Employment Lawyers Association",30,,,,
"National Employment Lawyers Association",30,,,,
"National Employment Lawyers Association",30,,,,
"National Association of Secondary School Principals",30,"Professional",,,
"National Association of Secondary School Principals",30,,,,
"National Association of Secondary School Principals",30,,,,
"Association of College and Research Libraries",30,"Trade Associations",,,
"Association of College and Research Libraries",30,,,,
"Association of College and Research Libraries",30,,,,
"Association of College and Research Libraries",30,,,,
"Legal Momentum",30,"Issue Advocacy",,,
"Legal Momentum",30,,,,
"American Sustainable Business Council",30,,,,
"American Sustainable Business Council",30,"Trade Associations",,,
"American Sustainable Business Council",30,,,,
"American Sustainable Business Council",30,,,,
"American Sustainable Business Council",30,,,,
"Heating, Air-Conditioning & Refrigeration Distributors International",30,"Trade Associations",,,
"Heating, Air-Conditioning & Refrigeration Distributors International",30,,,,
"Heating, Air-Conditioning & Refrigeration Distributors International",30,,,,
"Heating, Air-Conditioning & Refrigeration Distributors International",30,,,,
"National Association of Conservation Districts",30,,,,
"National Association of Conservation Districts",30,,,,
"National Association of Conservation Districts",30,"Trade Associations",1,,
"Jewish Women International",30,,,,
"Jewish Women International",30,,,,
"Jewish Women International",30,"Issue Advocacy",,,
"Hispanic Association of Colleges and Universities",30,"Trade Associations",,,
"Hispanic Association of Colleges and Universities",30,,,,
"Snack Food Association",30,"Trade Associations",,,
"National Center for Lesbian Rights",30,"Issue Advocacy",,,
"Industrial Division of the Communication Workers of America",30,"Unions",,,
"Xerox",30,"Business",,,
"Precision Machined Products Association",30,"Trade Associations",,,
"Christian Coalition of America",29,"Issue Advocacy",,,
"Christian Coalition of America",29,,,,
"National Council on Independent Living",29,,,,
"National Council on Independent Living",29,,,,
"National Council on Independent Living",29,,,,
"National Council on Independent Living",29,"Issue Advocacy",,,
"National Parks Conservation Association",29,,,,
"National Parks Conservation Association",29,,,,
"National Parks Conservation Association",29,"Issue Advocacy",,,
"Academy of General Dentistry",29,"Professional",,,
"Academy of General Dentistry",29,,,,
"National Multiple Sclerosis Society",29,,,,
"National Multiple Sclerosis Society",29,,,,
"National Multiple Sclerosis Society",29,,,,
"National Multiple Sclerosis Society",29,"Issue Advocacy",,,
"MoveOn.org",29,,,,
"MoveOn.org",29,"Issue Advocacy",,,
"Woodstock Institute",29,,,,
"Woodstock Institute",29,,,,
"Woodstock Institute",29,,,,
"Woodstock Institute",29,"Issue Advocacy",,,
"National Federation of Federal Employees",29,"Unions",,,
"National Federation of Federal Employees",29,,,,
"American Association of University Professors",29,"Professional",,,
"American Association of University Professors",29,,,,
"American Association of University Professors",29,,,,
"American Feed Industry Association",29,"Trade Associations",,,
"CropLife America",29,"Trade Associations",,,
"Specialty Equipment Market Association",29,"Trade Associations",,,
"Portland Cement Association",29,"Trade Associations",,,
"Financial Executives International",29,"Professional",,,
"Financial Executives International",29,,,,
"3M",29,"Business",,,
"3M",29,,,,
"American Friends Service Committee",29,"Issue Advocacy",,,
"American Friends Service Committee",29,,,,
"United Fresh Produce Association",29,"Trade Associations",,,
"United Fresh Produce Association",29,,,,
"Qualcomm",29,"Business",,,
"Trout Unlimited",29,"Issue Advocacy",,,
"BlueGreen Alliance",29,,,,
"BlueGreen Alliance",29,,,,
"BlueGreen Alliance",29,"Issue Advocacy",,,
"American Physical Therapy Association",29,"Professional",,,
"American Fuel & Petrochemical Manufacturers",29,"Trade Associations",,,
"National Governors Association",28,,,,
"National Governors Association",28,"Intergovernmental Lobby",,,
"National Sheriffs' Association",28,"Professional",,,
"National Sheriffs' Association",28,,,,
"National Sheriffs' Association",28,,,,
"Bill of Rights Defense Committee",28,"Issue Advocacy",,,
"Bill of Rights Defense Committee",28,,,,
"Bill of Rights Defense Committee",28,,,,
"Alliance for Worker Freedom",28,"Issue Advocacy",,,
"Alliance for Worker Freedom",28,,,,
"Alliance for Worker Freedom",28,,,,
"Let Freedom Ring",28,"Issue Advocacy",,,
"Let Freedom Ring",28,,,,
"Alliance to Save Energy",28,,,,
"Alliance to Save Energy",28,,,,
"Alliance to Save Energy",28,"Issue Advocacy",,,
